,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
167,A Fascinating Traitor An Anglo Indian Story,,1,0.161927,Neither,436,408,307,575,365,448,235,549,1052,1012,123861,0.352007492,0.329401507,0.247858487,0.464230064,0.294685171,0.361695772,0.189728809,0.443238792,1.548510,1.13433607
168,In Kedar's Tents,,0,0.175786,Bestsellers,306,291,206,391,235,312,179,392,714,731,72595,0.421516633,0.400854053,0.2837661,0.538604587,0.323713754,0.429781665,0.246573455,0.539982092,1.814175,1.370617811
171,In the Cage,,717,0.33997,Neither,167,219,124,198,211,200,129,269,444,532,36007,0.463798706,0.608215069,0.344377482,0.549893076,0.585997167,0.555447552,0.358263671,0.747076957,2.302330,1.910739578
172,In the Day of Adversity,,0,-0.029461,Neither,347,265,232,422,217,350,165,369,759,633,90138,0.384965275,0.293993654,0.257383124,0.468171027,0.240741973,0.388293506,0.183052653,0.409372296,1.534314,1.091659456
173,In the Days of Drake,,36,0.082355,Neither,214,200,158,280,177,255,115,267,484,481,37654,0.568332714,0.531152069,0.419610134,0.743612896,0.470069581,0.677218888,0.30541244,0.709088012,2.507038,1.917458969
174,In the Days of Chivalry  A Tale of the Times of the Black Prince,,0,0.180981,Neither,445,372,303,582,335,480,235,493,1072,943,153982,0.288994818,0.241586679,0.196776247,0.377966256,0.217557896,0.311724747,0.152615241,0.320167292,1.233910,0.873478718
175,In the Fire of the Forge A Romance of Old Nuremberg,,0,0.439865,Neither,471,390,333,555,369,477,225,564,1065,996,155389,0.303110259,0.250983017,0.214300884,0.357168139,0.237468547,0.306971536,0.144797894,0.362960055,1.256846,0.920914608
176,In the Fog,,316,-0.004978,Neither,132,124,90,175,102,133,80,179,299,308,22617,0.583631781,0.548260158,0.39793076,0.773754256,0.450988195,0.588053234,0.353716231,0.791440067,2.560021,1.92775346
177,In the Heart of the Rockies A Story of Adventure in Colorado,,0,0.191624,Neither,211,202,142,281,157,217,118,254,519,485,119881,0.176007874,0.16850043,0.118450797,0.234399112,0.130963205,0.181012838,0.098430944,0.211876778,0.758252,0.561390045
178,A First Family of Tasajara,,0,0.241759,Neither,281,301,210,342,266,316,174,400,740,772,59054,0.475835676,0.509702984,0.355606733,0.579130965,0.450435195,0.535103465,0.294645579,0.677346158,2.155654,1.722152606
179,In the Irish Brigade: A Tale of War in Flanders and Spain,,0,0.223951,Neither,344,274,230,401,231,327,156,424,780,741,128675,0.267340198,0.212939576,0.1787449,0.311637847,0.179522052,0.254128619,0.121235671,0.329512337,1.058481,0.796580532
180,In the Mahdi's Grasp,,0,0.29339,Neither,356,295,249,429,245,359,177,371,827,720,116806,0.304778864,0.252555519,0.213173981,0.367275654,0.209749499,0.307347225,0.151533312,0.31762067,1.246511,0.877523415
181,In the Midst of Alarms,,7,0.196992,Neither,337,315,213,394,275,338,197,426,797,770,79565,0.42355307,0.395902721,0.267705649,0.49519261,0.34562936,0.424809904,0.247596305,0.535411299,1.779677,1.356123924
182,In the Palace of the King A Love Story of Old Madrid,,14,0.070778,Neither,303,257,207,380,235,319,173,357,702,667,98482,0.307670437,0.260961394,0.210190695,0.385857314,0.238622286,0.323917061,0.175666619,0.362502792,1.318007,0.947381247
183,In the Quarter,,10,0.073527,Neither,278,228,223,339,231,281,157,312,668,599,54416,0.510879153,0.418994413,0.409805939,0.622978536,0.424507498,0.516392238,0.288518083,0.573360776,2.256689,1.508747427
187,In the Year of Jubilee  Part ,,136,0.143833,Neither,431,378,340,487,347,474,220,515,1096,979,135164,0.318871889,0.279660265,0.25154627,0.360303039,0.256725164,0.350685094,0.162765233,0.381018614,1.350212,1.011363973
188,In the Yellow Sea,,1,-0.001691,Neither,300,261,185,396,210,320,156,341,685,619,60458,0.496212247,0.431704654,0.305997552,0.655000165,0.347348573,0.529293063,0.258030368,0.56402792,2.062589,1.525025638
189,"A Friend of Caesar  A Tale of the Fall of the Roman Republic  Time, 50-47 B.C.",,25,0.001189,Neither,537,416,393,651,384,543,248,581,1311,1099,152495,0.352142693,0.272795829,0.257713368,0.426899243,0.251811535,0.356077248,0.162628283,0.380996098,1.451195,1.009869176
191,Into the Highways and Hedges,,1,-0.006579,Neither,443,348,343,517,332,459,218,474,1057,882,138604,0.319615596,0.251075005,0.247467606,0.373005108,0.239531327,0.331159274,0.157282618,0.341981472,1.336902,0.924215751
194,Jennie Baxter Journalist,,9,0.359134,Neither,259,263,169,326,237,263,168,373,638,670,69326,0.373597207,0.379367048,0.243775784,0.470242045,0.341863082,0.379367048,0.242333324,0.538037677,1.671811,1.296771774
195,Jewel Mysteries from a Dealer's Note Book,,26,0.192778,Neither,285,288,213,344,243,298,161,379,698,709,65934,0.432250432,0.436800437,0.323050323,0.521733855,0.368550369,0.451967119,0.244183578,0.574817241,1.889769,1.463584797
196,Jill a Flower Girl,,0,0.316922,Neither,182,203,157,227,205,228,123,263,473,498,58175,0.312849162,0.348947142,0.269875376,0.390201977,0.352385045,0.391920928,0.211431027,0.452084229,1.536743,1.192952299
198,Joe Wilson and His Mates,,32,-0.009397,Neither,237,213,202,307,175,265,128,265,607,451,86184,0.274993038,0.247145642,0.234382252,0.356214611,0.203053931,0.307481667,0.148519447,0.307481667,1.217163,0.862108976
199,"John Ames, Native Commissioner",,1,-0.083731,Neither,419,347,281,512,289,379,225,420,946,808,84182,0.497731106,0.412202133,0.333800575,0.60820603,0.343303794,0.45021501,0.26727804,0.498919009,2.050320,1.361336153
200,A Gallant Grenadier A Tale of the Crimean War,,15,0.041726,Neither,369,277,261,448,240,356,195,372,839,689,92045,0.400890869,0.300939758,0.283556956,0.486718453,0.260742028,0.386767342,0.211852898,0.404150144,1.643761,1.091857244
202,"John Splendid  The Tale of a Poor Gentleman, and the Little Wars of Lorn",,14,-0.0482,Neither,431,325,311,537,296,431,213,453,1060,855,125889,0.342365099,0.258163938,0.24704303,0.426566261,0.235127771,0.342365099,0.169196673,0.359840812,1.420299,0.96036985
203,Jude the Obscure,,59811,0.190505,Canonical novels,437,396,334,508,344,494,224,546,1118,1001,149025,0.293239389,0.265727227,0.224123469,0.340882402,0.230833753,0.331488005,0.150310351,0.36638148,1.239389,0.963596712
205,Kate Carnegie and Those Ministers,,0,0.421716,Neither,345,330,243,413,312,359,188,518,852,940,95399,0.361639011,0.345915576,0.254719651,0.432918584,0.327047453,0.376314217,0.197067055,0.542982631,1.573392,1.265212424
206,Khaled A Tale of Arabia,,73,0.191659,Neither,210,218,150,260,198,227,115,282,466,527,61946,0.33900494,0.351919414,0.242146386,0.419720402,0.319633229,0.366448197,0.185645562,0.455235205,1.506151,1.173602815
207,Kilgorman A Story of Ireland in 1798,,4,-0.080157,Neither,378,298,261,474,236,385,190,393,903,687,103079,0.366709029,0.289098652,0.253203853,0.459841481,0.228950611,0.373499937,0.184324644,0.381260975,1.493030,1.043859564
209,King of the Castle,,2,0.084782,Neither,398,303,298,470,263,406,189,397,920,693,131492,0.302680011,0.23043227,0.226629757,0.357436194,0.200012168,0.308764031,0.14373498,0.301919508,1.230493,0.841115809
211,A Gentleman of France Being the Memoirs of Gaston de Bonne Sieur de Marsac,,0,-0.039004,Neither,452,364,327,557,318,456,228,489,1114,897,148672,0.304024968,0.244834266,0.219947266,0.374650237,0.213893672,0.306715454,0.153357727,0.328911967,1.265874,0.880461687
213,Lawrence Clavering,,6,0.007067,Neither,349,313,220,429,241,354,181,407,843,721,102378,0.340893551,0.305729747,0.214889918,0.41903534,0.235402137,0.345777413,0.176795796,0.397546348,1.387017,1.049053508
214,Light Freights,,0,0.059233,Neither,229,177,177,263,165,235,124,247,537,444,49094,0.466452112,0.360532855,0.360532855,0.535707011,0.33608995,0.478673565,0.25257669,0.50311647,1.951359,1.342322891
215,Lilith A Romance,,5442,-0.044354,Neither,302,285,233,421,259,340,171,359,787,665,95157,0.317370241,0.299505029,0.244858497,0.442426726,0.272181763,0.357304245,0.179703017,0.377271246,1.456540,1.03408052
217,Liza of Lambeth,,1625,0.039701,Neither,178,148,128,198,163,196,106,181,398,371,37956,0.468964064,0.389925177,0.337232585,0.521656655,0.42944462,0.516387396,0.279270735,0.476867952,2.036569,1.383180525
218,Lochinvar A Novel,,4,0.109014,Neither,427,332,306,522,311,391,205,498,972,897,125985,0.338929238,0.263523435,0.242886058,0.41433504,0.246854784,0.310354407,0.162717784,0.395285153,1.405723,0.969162996
219,London Pride Or When the World Was Younger,,10,0.174088,Neither,558,427,438,669,414,564,257,625,1341,1154,161240,0.346067973,0.264822625,0.271644753,0.414909452,0.256760109,0.349789134,0.15938973,0.387620938,1.448772,1.002232697
220,Lord Jim ,,26700,-0.053442,Canonical novels,536,367,399,659,302,500,253,489,1264,927,131668,0.407084485,0.278731355,0.303034906,0.500501261,0.229364766,0.37974299,0.192149953,0.371388644,1.632135,1.029862989
221,Lord Ormont and His Aminta,,11,0.196894,Neither,476,409,325,558,371,465,245,589,1158,1094,110052,0.432522807,0.371642496,0.295314942,0.507033039,0.337113365,0.422527532,0.222622033,0.535201541,1.794606,1.32937157
222,Captains Courageous A Story of the Grand Banks,,19229,0.067948,Canonical novels,209,210,145,258,195,223,137,288,545,525,55955,0.373514431,0.375301582,0.259136806,0.4610848,0.348494326,0.398534537,0.244839603,0.514699312,1.687070,1.28853543
223,A Girl in Spring-Time,,8,0.180758,Neither,213,214,155,255,200,254,132,238,493,497,41609,0.511908481,0.514311808,0.372515562,0.612848182,0.480665241,0.610444856,0.317239059,0.571991636,2.295177,1.6967483
225,Lost Man's Lane A Second Episode in the Life of Amelia Butterworth ,,0,0.139701,Neither,360,336,257,426,285,378,205,415,884,801,94255,0.381942603,0.356479762,0.27266458,0.451965413,0.302371227,0.401039733,0.217495093,0.440294945,1.626439,1.19781444
226,Love Among the Lions A Matrimonial Experience,,0,0.25804,Neither,147,172,101,165,166,158,97,228,363,416,17434,0.843179993,0.986577951,0.57932775,0.946426523,0.952162441,0.906275095,0.556384077,1.307789377,3.877481,3.200642423
227,Love and Mr. Lewisham,,0,0.068028,Neither,319,302,251,360,273,327,181,392,803,754,66786,0.477645015,0.452190579,0.375827269,0.539035127,0.408768305,0.489623574,0.271014883,0.586949361,2.072291,1.528763513
228,Lying Prophets A Novel,,1,0.138535,Neither,379,385,310,494,335,435,228,468,996,912,127531,0.297182646,0.301887384,0.243078154,0.3873568,0.26268123,0.341093538,0.178780061,0.3669696,1.369079,1.009950522
229,Lysbeth a Tale of the Dutch,,251,0.054143,Neither,463,380,363,582,342,475,222,525,1114,942,158586,0.291955154,0.239617621,0.228897885,0.366993303,0.215655859,0.299522026,0.139987136,0.33105066,1.243489,0.870190307
230,Madelon  A Novel,,0,0.055487,Neither,306,257,194,366,234,295,151,327,718,638,86858,0.352299155,0.295885238,0.223353059,0.421377421,0.269405236,0.339634806,0.173846969,0.376476548,1.440282,1.011996592
231,Mademoiselle Blanche,,0,0.206936,Neither,206,245,147,245,251,243,150,319,510,580,59925,0.343763037,0.408844389,0.245306633,0.408844389,0.418856904,0.405506884,0.250312891,0.532332082,1.667084,1.346683354
233,Mammon and Co. ,,0,0.303878,Neither,364,369,267,436,341,373,210,494,911,960,102342,0.355670204,0.360555784,0.260889957,0.426022552,0.333196537,0.364464247,0.205194348,0.482695277,1.580974,1.207715307
236,Maori and Settler A Story of The New Zealand War,,0,0.239813,Neither,261,266,172,339,208,275,149,349,638,642,101915,0.256095766,0.261001815,0.168768091,0.332630133,0.204091645,0.269832704,0.146200265,0.342442231,1.107786,0.87327675
239,Marion Darche A Story Without Comment,,0,0.215056,Neither,222,218,168,253,190,243,126,316,536,562,55739,0.398284863,0.39110856,0.301404761,0.453901218,0.340874433,0.435960459,0.226053571,0.566928004,1.720519,1.393997022
240,A Modern Wizard,,3,0.131122,Neither,387,356,273,498,312,411,194,498,907,927,107720,0.35926476,0.330486446,0.253434831,0.462309692,0.289639807,0.381544746,0.180096547,0.462309692,1.544746,1.174340884
241,Martin Hewitt Investigator,,0,0.070233,Neither,229,202,168,286,148,243,130,287,575,519,117202,0.195389157,0.172352008,0.143342264,0.24402314,0.126277709,0.207334346,0.110919609,0.244876367,0.819952,0.624562721
242,Mass George A Boy's Adventures in the Old Savannah,,1,-0.026037,Neither,331,265,218,417,228,333,178,319,780,629,140576,0.235459822,0.18851013,0.155076258,0.296636695,0.162189847,0.23688254,0.126621898,0.226923515,0.975985,0.652316185
243,Master of Men,,0,0.117336,Neither,133,159,98,163,150,159,90,183,332,364,18136,0.733348037,0.876709307,0.540361712,0.898764888,0.827084252,0.876709307,0.496250551,1.009042788,3.495809,2.762461403
245,A Girl of the North A Story of London and Canada,,0,0.139233,Neither,237,257,180,272,237,268,134,316,566,589,55105,0.430088014,0.466382361,0.326649124,0.493603121,0.430088014,0.486344252,0.243172126,0.573450685,1.923600,1.526177298
246,Materfamilias,,2,0.183552,Neither,292,270,233,326,252,320,163,335,708,635,64066,0.455779977,0.42144039,0.363687447,0.508850248,0.393344364,0.499484906,0.254425124,0.522898261,1.976087,1.443823557
247,Menotah A Tale of the Riel Rebellion,,0,-0.065888,Neither,402,318,296,495,281,418,200,370,928,723,91657,0.438591706,0.346945678,0.322943147,0.540056951,0.306577785,0.456048092,0.218204829,0.403678933,1.826374,1.206672704
248,Michael's Crag,,8,0.085722,Neither,200,212,131,291,194,231,135,277,517,529,35878,0.557444674,0.590891354,0.365126261,0.811082,0.540721333,0.643848598,0.376275155,0.772060873,2.650649,2.006800825
249,Miranda of the Balcony A Story,,8,-0.009287,Neither,306,288,227,375,229,317,170,345,756,632,79836,0.383285736,0.360739516,0.284332882,0.469712911,0.286838018,0.397063981,0.21293652,0.432135879,1.637106,1.189939376
250,Miss Cayley's Adventures  ,,207,0.129665,Neither,353,320,263,435,288,333,191,452,875,866,85267,0.41399369,0.375291731,0.308442891,0.510162196,0.337762558,0.390537957,0.224002252,0.53009957,1.794364,1.295929258
251,Miss Merivale's Mistake,,0,0.197536,Neither,113,146,77,127,148,145,87,176,297,343,32232,0.350583271,0.452965997,0.238893026,0.394018367,0.45917101,0.44986349,0.269918094,0.546041201,1.712584,1.448870688
252,Miss Mous and Her Boys,,0,0.256189,Neither,124,145,89,147,140,158,91,162,317,329,41947,0.295611128,0.345674303,0.212172503,0.350442225,0.3337545,0.376665793,0.216940425,0.386201635,1.408921,1.108541731
253,Miss Stuart's Legacy,,2,0.043186,Neither,478,375,341,535,331,460,226,504,1109,954,108983,0.438600516,0.344090363,0.312892836,0.490902251,0.303717093,0.422084178,0.207371792,0.462457447,1.753484,1.228631988
254,Mollie's Prince A Novel,,10,0.356703,Bestsellers,337,343,264,395,351,390,192,446,861,874,126116,0.267214311,0.271971835,0.209331092,0.313203717,0.278315202,0.309239113,0.152240794,0.353642678,1.220305,0.934853627
255,Monsieur Beaucaire,,104,0.114363,Neither,124,130,83,150,129,120,76,173,262,323,13121,0.94504992,0.990778142,0.632573737,1.143205548,0.983156772,0.914564439,0.579224145,1.318497066,4.283210,3.223839646
256,A Gray Eye or So,,0,0.322317,Neither,311,322,234,391,294,345,193,468,762,865,109101,0.285056966,0.295139366,0.214480161,0.358383516,0.269475074,0.31622075,0.176900303,0.428960321,1.304296,1.040320437
257,Montezuma's Daughter,,1654,-0.089048,Neither,370,320,275,477,280,401,180,422,891,742,151101,0.244869326,0.211778876,0.181997472,0.315682888,0.185306517,0.265385404,0.119125618,0.279283393,1.046982,0.756447674
258,Moonfleet,,4580,-0.135686,Neither,252,218,205,341,181,289,127,273,659,494,84290,0.298967849,0.258630917,0.243207972,0.404555701,0.214734844,0.342863922,0.150670305,0.323881837,1.312137,0.925376676
259,More About Peggy,,0,0.359279,Neither,318,336,230,357,322,345,191,417,787,835,88944,0.357528332,0.377765785,0.258589674,0.401376147,0.362025544,0.387884512,0.21474186,0.468834323,1.594262,1.23448462
260,Mr.Marx's Secret,,37,0.046719,Neither,275,279,197,367,257,322,176,353,721,686,78894,0.348568966,0.35363906,0.249702132,0.465181129,0.325753543,0.408142571,0.223084138,0.4474358,1.612290,1.209217431
261,Mr.Witt's Widow A Frivolous Tale,,4,0.188869,Neither,257,230,181,280,212,248,132,318,597,579,39447,0.651507085,0.583060816,0.458843512,0.709813167,0.537429969,0.628691662,0.334626207,0.806144954,2.692220,2.017897432
262,Mrs.Cliff's Yacht,,3,0.571784,Neither,234,242,156,277,207,243,133,330,565,656,87859,0.266335834,0.275441332,0.177557222,0.315277888,0.235604776,0.276579519,0.151378914,0.375601817,1.146155,0.927622668
263,My Brilliant Career,,5488,0.221965,Neither,382,337,318,420,311,404,193,431,959,829,90098,0.423982774,0.37403716,0.352949011,0.466159071,0.345179693,0.44840063,0.214211192,0.478367999,1.802482,1.300805789
264,My Danish Sweetheart A Novel,,4,0.030056,Neither,374,349,282,499,303,426,214,409,984,839,149837,0.24960457,0.232919773,0.188204516,0.333028558,0.202219745,0.284308949,0.142821866,0.272963287,1.115879,0.790192009
265,My Lady Rotha,,12,-0.097215,Neither,433,320,314,538,266,432,225,402,1063,749,134922,0.320926165,0.237174071,0.232727057,0.398748907,0.197150946,0.320184996,0.166763019,0.297949927,1.316316,0.855308993
266,My Lord Duke,,3,0.171926,Neither,287,262,220,312,247,284,146,351,686,701,62926,0.456091282,0.416362076,0.34961701,0.495820488,0.392524553,0.451323777,0.232018561,0.557798049,1.926072,1.425483902
267,A Hero of Romance,,2,0.096108,Neither,274,268,220,348,232,313,179,332,708,653,81396,0.336625878,0.329254509,0.270283552,0.427539437,0.285026291,0.384539781,0.219912526,0.407882451,1.539388,1.121676741
268,Mysterious Mr. Sabin,,30,0.165358,Neither,341,330,247,412,275,381,199,439,850,810,112650,0.302707501,0.292942743,0.219263205,0.365734576,0.244118953,0.338215712,0.176653351,0.389702619,1.308478,1.020861074
269,Nada the Lily,,306,-0.205395,Neither,210,175,150,294,149,239,109,208,506,375,114136,0.183991028,0.153325857,0.131422163,0.25758744,0.130546015,0.209399313,0.095500105,0.182238733,0.799047,0.544963903
272,News from Nowhere Or An Epoch of Rest Being Some Chapters from a Utopian Romance,,1636,0.699198,Canonical novels,307,262,231,355,264,319,151,358,736,699,78955,0.38882908,0.331834589,0.292571718,0.449623203,0.334367678,0.404027611,0.191248179,0.453422836,1.656640,1.189285036
273,No Surrender A Tale of the Rising in La Vendee,,0,0.037122,Neither,296,254,183,367,210,293,143,369,659,637,112497,0.263118128,0.225783799,0.162671005,0.326230922,0.186671645,0.26045139,0.127114501,0.328008747,1.065806,0.814243935
274,Noémi,,1,-0.101158,Neither,318,249,223,391,191,322,150,323,740,595,58042,0.547879122,0.42899969,0.384204542,0.673650115,0.329072051,0.554770683,0.258433548,0.556493574,2.193239,1.540263947
